"d_pres_fav","r_pres_fav","vt_pres_2","vt_pres_4","vt_sen","vt_gov","likely","scale","partyid","sample","phoneuse","gender","educ","hisp","cuban","race","age","racer","turnout_score","turnout_class","region","rvweight","likelyyn","lvweight","file_race","file_party","file_county","file_age","state","poll","poll_id","file_vt16","file_vt14","file_vt12"
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Very likely","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Female","Some college or trade school","No",NA,"African American/Black",67,"African American/Black",0.994949,"High","North/Panhandle",1.21420347690582,0.9974745,1.2111370060249,"Black","Democratic","Duval",66,"Florida","October","Florida October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Male","Bachelors' degree","No",NA,"African American/Black",68,"African American/Black",0.958942,"High","Bay Area",1.06384193897247,0.979471,1.04200232780731,"Black","Democratic","Hillsborough",68,"Florida","October","Florida October",0,1,1
"Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Very likely","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Male","[DO NOT READ] Refused","[DO NOT READ] Refused",NA,"[DO NOT READ] Refused",0,"[DO NOT READ] Refused",0.992466,"High","Central",0.985132932662964,0.996233,0.981421936905622,"White","Republican","Highlands",79,"Florida","October","Florida October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Female","Some college or trade school","No",NA,"Caucasian/White",35,"Caucasian/White",0.761999,"Middle","Southeast",1.06249701976776,0.8809995,0.936059343166888,"White","Other","Palm Beach",35,"Florida","October","Florida October",1,1,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Landline","Landline only","Female","Some college or trade school","No",NA,"Caucasian/White",42,"Caucasian/White",0.700179,"Middle","Central",1.16454565525055,0.8500895,0.989968033799112,"Other","Democratic","Volusia",42,"Florida","October","Florida October",1,0,1
"[DO NOT READ] Don't know/No opinion","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Already voted by mail","Ten (definitely will vote)","Independent (No party)","Cell","Landline and Cell Phone","Female","High school","No",NA,"African American/Black",43,"African American/Black",0.790615,"Middle","North/Panhandle",1.68122112751007,1,1.68122112751007,"Black","Other","Alachua",43,"Florida","October","Florida October",1,1,0
"Favorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Patrick Murphy, the Democrat",NA,"Very likely","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Female","Graduate or Professional degree","No",NA,"Caucasian/White",44,"Caucasian/White",0.950119,"High","Southeast",0.921703696250916,0.9750595,0.89871594521457,"White","Democratic","Palm Beach",44,"Florida","October","Florida October",1,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Very likely","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Female","High school","No",NA,"Caucasian/White",75,"Caucasian/White",0.992652,"High","Central",1.01898789405823,0.996326,1.01524413253546,"White","Republican","Volusia",75,"Florida","October","Florida October",1,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Female","Some college or trade school","No",NA,"Caucasian/White",59,"Caucasian/White",0.915065,"High","Bay Area",0.968983829021454,0.9575325,0.927833508262485,"White","Other","Hillsborough",59,"Florida","October","Florida October",0,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Cell","Cell Phone only","Male","High school","No",NA,"Caucasian/White",60,"Caucasian/White",0.80021,"Middle","Bay Area",0.877403020858765,0.900105,0.789754846090078,"White","Democratic","Pinellas",60,"Florida","October","Florida October",1,0,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion",NA,"Already voted by mail","Ten (definitely will vote)","[DO NOT READ] Refused","Landline","Refused","Male","[DO NOT READ] Refused","[DO NOT READ] Refused",NA,"[DO NOT READ] Refused",0,"[DO NOT READ] Refused",0.391413,"Low","Central",1.14847207069397,1,1.14847207069397,"Black","Democratic","Lake",35,"Florida","October","Florida October",1,0,0
"Unfavorable","Unfavorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Female","Bachelors' degree","Yes","Other (Specify)","[DO NOT READ] Refused",28,"Hispanic/Latino",0.328823,"Low","Southeast",0.924344003200531,0.6644115,0.61414478568247,"Hispanic","Other","Broward",28,"Florida","October","Florida October",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Female","Some college or trade school","No",NA,"Caucasian/White",82,"Caucasian/White",0.59776,"Middle","North/Panhandle",1.20406532287598,0.79888,0.96190370513916,"White","Republican","Santa Rosa",82,"Florida","October","Florida October",1,0,0
"[DO NOT READ] Don't know/No opinion","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Male","Some college or trade school","No",NA,"Caucasian/White",86,"Caucasian/White",0.986112,"High","North/Panhandle",0.941346645355225,0.993056,0.934809934249878,"White","Democratic","Duval",86,"Florida","October","Florida October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Male","High school","Yes","Puerto Rican","[DO NOT READ] Refused",18,"Hispanic/Latino",0.359109,"Low","Bay Area",1.02765619754791,0.6795545,0.698348393496573,"Hispanic","Other","Hillsborough",18,"Florida","October","Florida October",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Already voted by mail","Ten (definitely will vote)","Independent (No party)","Landline","Landline and Cell Phone","Male","Some college or trade school","No",NA,"Caucasian/White",79,"Caucasian/White",0.992652,"High","Bay Area",1.01529061794281,1,1.01529061794281,"White","Republican","Polk",79,"Florida","October","Florida October",1,1,1
"Unfavorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Don't know/No opinion",NA,"Almost certain","Eight","Independent (No party)","Cell","Cell Phone only","Male","Some college or trade school","Yes","Other (Specify)","Caucasian/White",26,"Hispanic/Latino",0.307882,"Low","Bay Area",1.02765619754791,0.153941,0.158198422706723,"Hispanic","Other","Hillsborough",26,"Florida","October","Florida October",1,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Democrat","Cell","Cell Phone only","Male","High school","No",NA,"African American/Black",18,"African American/Black",0.382639,"Low","Southeast",0.982254981994629,0.6913195,0.679052023025036,"Other","Other","Broward",18,"Florida","October","Florida October",0,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Male","Graduate or Professional degree","No",NA,"Caucasian/White",87,"Caucasian/White",0.96982,"High","Southeast",0.741856038570404,0.98491,0.730661430948377,"White","Democratic","Palm Beach",87,"Florida","October","Florida October",1,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Landline and Cell Phone","Male","Bachelors' degree","No",NA,"Caucasian/White",64,"Caucasian/White",0.821462,"Middle","Southwest",1.00719714164734,0.910731,0.917285660009623,"White","Other","Lee",64,"Florida","October","Florida October",1,1,0
"[DO NOT READ] Don't know/No opinion","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Landline","Landline and Cell Phone","Female","Some college or trade school","No",NA,"African American/Black",50,"African American/Black",0.664825,"Middle","Bay Area",1.25555455684662,0.8324125,1.04513930755109,"Black","Other","Polk",50,"Florida","October","Florida October",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Already voted by mail","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Female","Bachelors' degree","No",NA,"Caucasian/White",74,"Caucasian/White",0.995341,"High","Central",1.01898789405823,1,1.01898789405823,"White","Republican","Citrus",74,"Florida","October","Florida October",1,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Republican","Cell","Cell Phone only","Female","[DO NOT READ] Refused","[DO NOT READ] Refused",NA,"[DO NOT READ] Refused",0,"[DO NOT READ] Refused",0.307141,"Low","Central",0.926227033138275,0.6535705,0.605354665161699,"Hispanic","Republican","Volusia",55,"Florida","October","Florida October",1,0,0
"Unfavorable","Unfavorable","[DO NOT READ] Don't know/No opinion","Gary Johnson, the Libertarian","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Landline","Landline only","Male","Graduate or Professional degree","No",NA,"Caucasian/White",70,"Caucasian/White",0.994949,"High","Bay Area",1.01529061794281,0.9974745,1.0127265014872,"White","Republican","Polk",70,"Florida","October","Florida October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Democrat","Cell","Cell Phone only","Female","High school","Yes","Puerto Rican","[DO NOT READ] Other/Something else (specify)",40,"Hispanic/Latino",0.237801,"Low","Bay Area",1.07986521720886,0.6189005,0.668329122863173,"Hispanic","Other","Hillsborough",40,"Florida","October","Florida October",0,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Female","Some college or trade school","No",NA,"Caucasian/White",55,"Caucasian/White",0.821462,"Middle","Southeast",0.87553733587265,0.910731,0.797378993436635,"White","Other","Miami-Dade",55,"Florida","October","Florida October",1,1,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Democrat","Cell","Cell Phone only","Female","High school","Yes","Other (Specify)","[DO NOT READ] Other/Something else (specify)",60,"Hispanic/Latino",0.739968,"Middle","Southeast",0.782433092594147,0.869984,0.680704271627426,"Hispanic","Democratic","Broward",60,"Florida","October","Florida October",1,0,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Already voted by mail","Ten (definitely will vote)","Democrat","Cell","Landline and Cell Phone","Male","Some college or trade school","No",NA,"Caucasian/White",0,"Caucasian/White",0.733399,"Middle","Southeast",0.762979507446289,1,0.762979507446289,"White","Democratic","Broward",60,"Florida","October","Florida October",1,0,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Very likely","Ten (definitely will vote)","Republican","Landline","Landline only","Female","High school","Yes","Cuban","[DO NOT READ] Refused",80,"Hispanic/Latino",0.247131,"Low","Southeast",0.704680800437927,0.6235655,0.439414635665476,"Hispanic","Democratic","Miami-Dade",79,"Florida","October","Florida October",0,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion","Patrick Murphy, the Democrat",NA,"Already voted by mail","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Male","Bachelors' degree","No",NA,"African American/Black",35,"African American/Black",0.775101,"Middle","North/Panhandle",1.62538051605225,1,1.62538051605225,"Black","Other","Duval",34,"Florida","October","Florida October",1,0,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Landline","Landline only","Male","Bachelors' degree","No",NA,"Caucasian/White",48,"Caucasian/White",0.785139,"Middle","North/Panhandle",1.15219247341156,0.8925695,1.02841185989672,"White","Republican","Duval",48,"Florida","October","Florida October",1,0,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","[DO NOT READ] Refused","Landline","Refused","Male","[DO NOT READ] Refused","[DO NOT READ] Refused",NA,"[DO NOT READ] Refused",0,"[DO NOT READ] Refused",0.689432,"Middle","Central",1.10411477088928,0.844716,0.932663412806511,"Other","Republican","Brevard",59,"Florida","October","Florida October",1,0,0
