state,sex,age,race
Massachusetts,Female,80,White
Arkansas,Female,17,White
New Jersey,Male,79,White
West Virginia,Female,62,White
Utah,Female,28,White
New York,Male,10,White
New York,Male,56,White
Vermont,Male,34,White
Minnesota,Male,22,White
Wyoming,Male,24,American Indian or Alaska Native
California,Male,50,White
California,Male,34,White
Arizona,Female,61,White
Texas,Female,8,White
Montana,Male,18,American Indian or Alaska Native
Mississippi,Female,32,Black/Negro
Washington,Female,43,White
New York,Male,12,White
Washington,Female,9,American Indian or Alaska Native
Maine,Male,59,White
California,Male,40,White
California,Male,48,Other Asian or Pacific Islander
Ohio,Male,61,White
Minnesota,Male,85,White
North Carolina,Male,70,Black/Negro
Wisconsin,Female,46,White
Arizona,Female,34,Black/Negro
Rhode Island,Female,29,White
Louisiana,Male,29,White
Connecticut,Female,64,White
Virginia,Male,12,White
Maryland,Male,66,Black/Negro
Illinois,Female,54,White
North Carolina,Female,4,White
California,Female,31,White
Louisiana,Male,24,White
Missouri,Male,53,White
Missouri,Female,53,White
New York,Female,57,White
Florida,Female,27,White
California,Male,15,White
Indiana,Male,11,White
Kansas,Male,4,Black/Negro
Hawaii,Female,29,Other Asian or Pacific Islander
California,Female,20,White
Pennsylvania,Female,30,White
New Hampshire,Male,39,White
Nevada,Male,22,White
Pennsylvania,Male,20,White
Pennsylvania,Male,8,Black/Negro
Colorado,Female,60,White
Maryland,Female,0,Black/Negro
Virginia,Female,46,White
North Carolina,Male,50,White
Tennessee,Female,42,White
New York,Female,57,White
California,Male,8,White
Florida,Male,25,"Other race, nec"
Kentucky,Male,31,Black/Negro
Illinois,Male,18,White
California,Male,47,Black/Negro
Washington,Female,6,White
Virginia,Female,25,White
Washington,Male,21,"Other race, nec"
Washington,Male,63,White
Arizona,Male,35,White
Washington,Female,87,White
Nebraska,Male,75,White
Massachusetts,Male,51,White
North Carolina,Male,31,Black/Negro
Kentucky,Male,3,Black/Negro
Arizona,Male,12,Black/Negro
Nevada,Female,3,White
Tennessee,Male,59,White
Oklahoma,Male,10,Black/Negro
Washington,Male,73,White
Mississippi,Male,18,White
Alabama,Male,3,Black/Negro
Indiana,Male,27,Black/Negro
Minnesota,Male,17,White
Wisconsin,Male,41,White
Indiana,Female,15,White
Texas,Male,61,Black/Negro
Michigan,Male,68,White
Tennessee,Male,29,White
Mississippi,Male,45,White
Connecticut,Male,52,Black/Negro
Florida,Male,18,Black/Negro
California,Male,53,White
California,Male,53,White
Kentucky,Female,80,White
Florida,Male,40,"Other race, nec"
Virginia,Female,33,Black/Negro
Rhode Island,Male,4,White
Minnesota,Female,46,White
Wisconsin,Female,43,White
California,Male,32,Two major races
Wisconsin,Male,41,White
North Carolina,Male,26,"Other race, nec"
Washington,Female,80,White
Washington,Female,53,Other Asian or Pacific Islander
California,Female,24,White
Pennsylvania,Male,49,Black/Negro
Illinois,Female,60,White
Iowa,Male,17,White
Tennessee,Female,11,White
New York,Male,22,White
California,Female,12,Two major races
Ohio,Female,49,Black/Negro
North Carolina,Male,43,White
Kentucky,Male,22,White
Wisconsin,Male,29,Black/Negro
California,Female,17,"Other race, nec"
Tennessee,Male,23,White
California,Female,30,Other Asian or Pacific Islander
Massachusetts,Male,15,White
Florida,Female,45,White
New Mexico,Male,21,White
California,Female,11,White
Florida,Female,94,Black/Negro
Maryland,Male,54,White
Colorado,Male,19,White
Maryland,Male,78,Other Asian or Pacific Islander
Louisiana,Female,19,White
Pennsylvania,Female,19,White
California,Female,48,White
Pennsylvania,Male,33,White
Vermont,Male,63,White
California,Female,7,White
New York,Male,42,White
New Hampshire,Male,64,White
South Carolina,Female,43,Black/Negro
Florida,Male,57,White
Colorado,Female,22,White
Illinois,Male,44,Black/Negro
Washington,Male,0,Other Asian or Pacific Islander
New Mexico,Female,83,White
New York,Male,9,"Other race, nec"
California,Female,28,Two major races
Colorado,Male,76,White
Virginia,Male,50,White
Texas,Female,38,Other Asian or Pacific Islander
Iowa,Female,26,White
Nevada,Male,72,White
Alabama,Female,13,White
Texas,Male,20,White
New York,Male,23,Black/Negro
Georgia,Female,64,White
Texas,Male,37,Black/Negro
New York,Male,76,White
New York,Female,36,White
Texas,Male,18,White
California,Female,53,White
Illinois,Male,19,White
Texas,Female,35,Other Asian or Pacific Islander
Indiana,Female,25,White
South Carolina,Female,3,White
California,Female,16,Other Asian or Pacific Islander
Pennsylvania,Female,38,White
Illinois,Female,61,Black/Negro
Colorado,Male,33,White
North Carolina,Male,22,Black/Negro
California,Male,3,Chinese
California,Female,21,Two major races
Montana,Female,33,White
California,Male,21,"Other race, nec"
Nevada,Male,46,White
New York,Male,8,White
Pennsylvania,Female,37,White
Texas,Male,55,White
Florida,Male,3,White
Illinois,Female,34,White
Missouri,Female,53,White
Ohio,Male,36,White
Georgia,Female,20,White
Mississippi,Female,40,Black/Negro
New York,Female,36,Black/Negro
Texas,Male,33,White
Utah,Female,80,White
Mississippi,Female,24,White
Indiana,Female,64,White
Texas,Female,17,Black/Negro
New Hampshire,Male,27,White
New Jersey,Male,54,Black/Negro
Missouri,Female,32,White
Pennsylvania,Male,86,White
California,Male,49,White
Michigan,Female,55,White
Texas,Female,39,White
Tennessee,Female,58,White
Virginia,Female,28,White
California,Female,33,White
Arkansas,Male,82,White
North Carolina,Male,67,White
Louisiana,Female,37,White
Minnesota,Male,75,White
Wisconsin,Male,20,White
Wisconsin,Female,65,American Indian or Alaska Native
Virginia,Male,33,White
Washington,Male,50,White
Wisconsin,Male,60,White
Virginia,Male,56,White
Colorado,Male,38,White
Iowa,Female,60,White
Massachusetts,Male,14,"Other race, nec"
Iowa,Female,64,White
California,Female,26,"Other race, nec"
Indiana,Female,45,White
California,Male,33,Other Asian or Pacific Islander
Georgia,Female,5,"Other race, nec"
Virginia,Male,18,Two major races
Missouri,Female,62,White
Missouri,Female,55,White
Nebraska,Male,10,White
Texas,Female,37,White
Georgia,Female,38,White
California,Male,21,Two major races
Illinois,Male,40,White
Indiana,Female,14,White
Pennsylvania,Female,5,White
Delaware,Male,29,White
Virginia,Female,19,Black/Negro
California,Male,5,"Other race, nec"
Georgia,Female,34,White
Wisconsin,Male,60,White
Massachusetts,Female,30,White
North Carolina,Female,4,Black/Negro
Georgia,Male,50,White
Idaho,Male,6,White
Indiana,Male,33,White
Nebraska,Male,4,White
North Carolina,Male,4,White
Massachusetts,Male,54,White
Connecticut,Male,56,White
California,Male,54,"Other race, nec"
California,Male,49,White
California,Male,31,White
Alabama,Female,16,Two major races
Florida,Female,10,Black/Negro
Kentucky,Male,33,White
Pennsylvania,Male,36,Other Asian or Pacific Islander
Colorado,Female,26,White
Maryland,Female,63,White
Illinois,Female,20,White
South Carolina,Male,36,Black/Negro
California,Female,26,"Other race, nec"
Michigan,Male,55,White
California,Male,18,Two major races
South Carolina,Female,75,White
Wisconsin,Female,89,White
Texas,Male,50,Black/Negro
Florida,Female,45,Black/Negro
New York,Male,30,American Indian or Alaska Native
California,Female,32,White
Florida,Female,51,White
Louisiana,Female,5,Black/Negro
New York,Female,15,White
New York,Female,80,White
Washington,Female,19,"Other race, nec"
Massachusetts,Female,75,Black/Negro
Florida,Male,46,White
New Jersey,Female,47,"Other race, nec"
New York,Male,72,White
Arizona,Male,44,White
South Carolina,Female,40,White
Alabama,Female,45,Black/Negro
Texas,Female,57,White
Georgia,Male,26,White
California,Male,34,Other Asian or Pacific Islander
Florida,Female,70,White
Oregon,Male,17,White
Nevada,Female,50,White
Arkansas,Female,70,White
Mississippi,Male,32,Black/Negro
Maryland,Male,23,White
Florida,Female,4,White
South Dakota,Male,22,White
District of Columbia,Female,33,Black/Negro
Maryland,Male,17,Black/Negro
Louisiana,Female,82,White
Michigan,Male,94,White
Tennessee,Female,11,White
Pennsylvania,Male,11,White
Arizona,Male,37,American Indian or Alaska Native
Indiana,Male,9,White
Connecticut,Female,26,White
Michigan,Female,21,White
California,Male,51,White
Pennsylvania,Male,2,White
Texas,Male,2,White
Florida,Male,22,White
Iowa,Female,45,"Other race, nec"
California,Female,63,Other Asian or Pacific Islander
Georgia,Male,12,White
Ohio,Female,20,White
Kentucky,Female,19,White
Iowa,Male,63,White
South Carolina,Male,23,White
Alabama,Male,57,White
Florida,Female,41,White
Illinois,Female,15,White
Kentucky,Female,50,White
Kentucky,Female,32,White
Maryland,Female,88,White
North Carolina,Male,51,Black/Negro
Texas,Female,9,"Other race, nec"
Nevada,Female,10,Two major races
Pennsylvania,Male,10,Chinese
New Jersey,Male,44,White
Florida,Female,82,White
Texas,Female,7,"Other race, nec"
Massachusetts,Female,66,Other Asian or Pacific Islander
Florida,Male,43,White
Florida,Female,4,Black/Negro
Illinois,Male,44,White
Illinois,Male,68,White
Minnesota,Female,47,White
Washington,Female,30,Two major races
California,Female,29,"Other race, nec"
Texas,Male,0,Black/Negro
Florida,Male,87,White
North Carolina,Male,43,Two major races
New Jersey,Female,55,White
Georgia,Female,47,White
Pennsylvania,Male,40,White
Utah,Male,22,White
West Virginia,Female,40,Black/Negro
South Dakota,Male,15,"Other race, nec"
New Jersey,Male,41,White
New York,Male,1,"Other race, nec"
Massachusetts,Male,14,White
Arizona,Male,42,White
North Carolina,Male,10,White
West Virginia,Male,54,Two major races
Iowa,Female,71,White
Texas,Female,8,White
Pennsylvania,Female,29,White
Delaware,Male,31,White
Maine,Male,62,White
Michigan,Male,19,White
California,Male,55,Two major races
Texas,Female,51,White
New York,Male,32,Black/Negro
New York,Male,0,White
California,Male,59,Black/Negro
Alabama,Female,78,White
Texas,Male,35,Black/Negro
Texas,Male,32,White
Florida,Female,67,Black/Negro
Virginia,Female,20,White
Texas,Male,35,White
Mississippi,Male,74,White
North Carolina,Female,27,Black/Negro
Florida,Female,16,Black/Negro
North Carolina,Male,73,White
Utah,Female,52,White
Texas,Male,21,White
Texas,Male,37,Other Asian or Pacific Islander
Virginia,Female,19,White
California,Male,55,White
New Jersey,Female,18,White
Florida,Female,35,Black/Negro
Pennsylvania,Female,70,White
Utah,Male,33,White
California,Male,36,"Other race, nec"
Texas,Male,15,Black/Negro
New Jersey,Female,23,White
New York,Male,43,"Other race, nec"
New Mexico,Male,44,Chinese
New York,Male,18,White
Virginia,Female,66,Other Asian or Pacific Islander
California,Male,0,White
Massachusetts,Male,41,White
South Carolina,Female,28,White
California,Male,16,White
Georgia,Male,25,Other Asian or Pacific Islander
Oklahoma,Female,16,White
New Jersey,Female,73,"Other race, nec"
Illinois,Male,49,White
Illinois,Female,39,White
Texas,Male,25,"Other race, nec"
Ohio,Male,26,Black/Negro
Illinois,Female,39,White
Arkansas,Female,20,White
Pennsylvania,Male,65,Black/Negro
Iowa,Male,2,White
California,Male,68,White
New Mexico,Female,81,White
California,Male,22,White
Texas,Female,30,White
West Virginia,Male,29,White
Texas,Female,9,"Other race, nec"
Michigan,Female,43,White
Michigan,Male,48,White
Arkansas,Male,70,White
Florida,Male,30,White
Washington,Female,51,White
Arkansas,Male,1,White
Georgia,Female,32,White
Georgia,Male,20,White
Indiana,Male,58,White
New Jersey,Female,11,"Other race, nec"
North Carolina,Male,10,White
New York,Female,10,White
California,Female,58,White
Oregon,Male,58,White
West Virginia,Female,19,White
New Jersey,Male,8,White
Connecticut,Male,37,White
Hawaii,Female,4,White
Michigan,Female,84,White
New Jersey,Male,58,Black/Negro
California,Male,23,Other Asian or Pacific Islander
Maine,Female,63,White
California,Female,47,White
Minnesota,Male,10,Other Asian or Pacific Islander
California,Female,9,White
Illinois,Female,74,White
California,Male,66,White
California,Male,2,White
Louisiana,Female,60,White
Michigan,Male,19,White
Oklahoma,Female,62,White
Kansas,Female,44,White
Nevada,Female,7,"Other race, nec"
California,Female,32,"Other race, nec"
Washington,Male,8,Chinese
Florida,Male,9,Black/Negro
New York,Male,19,Black/Negro
California,Male,16,White
Ohio,Female,34,White
Texas,Female,34,White
Georgia,Female,53,Black/Negro
Oklahoma,Male,33,White
Minnesota,Female,8,White
California,Female,44,Other Asian or Pacific Islander
Missouri,Male,60,White
Virginia,Female,20,White
California,Male,10,White
North Carolina,Male,14,White
Connecticut,Male,40,White
Florida,Male,2,White
Delaware,Female,6,White
Texas,Female,20,White
New York,Female,4,White
Florida,Male,8,Black/Negro
Ohio,Female,59,White
Alabama,Male,9,White
New Jersey,Female,76,White
Georgia,Female,48,White
Pennsylvania,Female,74,White
Indiana,Male,27,White
Oregon,Male,55,"Other race, nec"
South Dakota,Male,9,White
New Jersey,Male,57,White
Michigan,Female,33,American Indian or Alaska Native
Texas,Male,54,White
Louisiana,Male,44,White
Maine,Male,26,White
Maryland,Female,3,White
New York,Female,82,White
Michigan,Male,66,White
Colorado,Male,26,White
Ohio,Male,58,White
Ohio,Male,48,White
West Virginia,Female,34,White
North Carolina,Female,56,White
Oregon,Female,37,White
California,Male,51,"Other race, nec"
Pennsylvania,Female,64,White
California,Female,48,White
Iowa,Female,1,White
South Carolina,Female,19,White
Virginia,Female,6,Black/Negro
Virginia,Male,18,White
Florida,Female,11,White
Kentucky,Female,11,White
Oklahoma,Male,32,White
California,Male,37,Other Asian or Pacific Islander
Illinois,Male,11,Black/Negro
Wisconsin,Male,37,White
Connecticut,Female,65,White
California,Male,30,Other Asian or Pacific Islander
Illinois,Female,66,White
California,Female,74,White
New York,Male,45,White
Indiana,Female,73,White
California,Female,57,White
New Mexico,Female,69,White
Texas,Male,26,Black/Negro
California,Female,56,Chinese
Hawaii,Female,57,Japanese
California,Male,55,White
Washington,Female,62,White
Indiana,Female,13,White
Arkansas,Female,60,White
Pennsylvania,Male,55,White
Massachusetts,Female,51,White
Florida,Male,34,White
Minnesota,Male,54,White
New York,Female,7,Black/Negro
New York,Female,22,White
Maryland,Male,40,Black/Negro
Delaware,Male,2,Black/Negro
Kentucky,Female,26,White
Idaho,Female,57,White
Florida,Female,27,White
Illinois,Male,6,Black/Negro
Indiana,Female,42,White
Indiana,Female,60,White
Texas,Female,42,White
Illinois,Male,29,White
Virginia,Male,5,Two major races
Alabama,Female,43,White
Texas,Male,36,Two major races
Massachusetts,Female,63,White
Florida,Female,21,Black/Negro
Florida,Male,83,White
Nebraska,Female,1,White
Alabama,Female,1,White
California,Male,44,White
California,Female,49,Other Asian or Pacific Islander
Virginia,Female,32,Other Asian or Pacific Islander
Oklahoma,Male,4,White
Texas,Male,37,White
Massachusetts,Male,77,White
New York,Male,30,"Other race, nec"
Michigan,Male,13,White
Washington,Female,57,White
Arkansas,Male,45,White
Georgia,Female,34,White
New Jersey,Male,28,White
Iowa,Female,72,White
Massachusetts,Male,47,"Other race, nec"
Missouri,Female,64,White
New Mexico,Male,28,White
North Carolina,Female,13,Black/Negro
Washington,Male,11,White
New York,Male,30,Two major races
Texas,Female,54,White
Washington,Female,45,White
Illinois,Female,20,White
Texas,Male,57,Black/Negro
Minnesota,Female,55,White
Alaska,Male,41,White
Pennsylvania,Male,50,White
California,Female,10,Other Asian or Pacific Islander
Texas,Female,25,"Other race, nec"
Massachusetts,Male,42,Two major races
New York,Male,41,White
North Carolina,Male,11,Black/Negro
Washington,Female,1,White
Texas,Male,31,White
Virginia,Female,9,Other Asian or Pacific Islander
Louisiana,Female,42,White
New Jersey,Female,51,White
California,Male,48,White
New Jersey,Male,63,White
California,Male,11,White
Texas,Male,17,"Other race, nec"
Michigan,Male,61,White
Tennessee,Female,7,White
Wisconsin,Male,23,White
Massachusetts,Male,75,White
Illinois,Female,11,White
Florida,Female,66,White
Texas,Female,85,White
Pennsylvania,Female,25,White
Indiana,Male,33,White
Pennsylvania,Female,16,White
Alabama,Male,31,White
New York,Female,57,White
New Jersey,Male,74,White
Pennsylvania,Male,81,White
New York,Female,7,White
Iowa,Male,1,White
Washington,Female,26,White
Arizona,Female,6,White
New York,Female,49,Chinese
Texas,Female,3,"Other race, nec"
Tennessee,Female,1,White
Ohio,Male,53,White
New York,Male,43,White
Kansas,Male,47,White
Minnesota,Male,20,White
California,Female,5,White
Iowa,Female,65,White
Minnesota,Male,43,White
Arkansas,Male,59,Black/Negro
Massachusetts,Female,25,White
California,Male,59,White
Pennsylvania,Male,60,White
Ohio,Female,52,White
Louisiana,Male,75,White
Texas,Male,27,White
Texas,Female,77,White
Michigan,Female,44,White
Virginia,Male,33,White
Wyoming,Female,21,White
Indiana,Male,29,White
Arkansas,Female,23,White
